permno,ticker,price,ret,vol,shrout,trade_date
90401,ARCC,14.35,0.002095,1022443.0,314347.0,2016-03-22
90401,ARCC,14.18,-0.011847,1139961.0,314347.0,2016-03-23
90401,ARCC,14.48,0.021157,1458179.0,314347.0,2016-03-24
90401,ARCC,14.4,-0.005525,1195069.0,314347.0,2016-03-28
90401,ARCC,14.6,0.013889,743614.0,314347.0,2016-03-29
90401,ARCC,14.59,-0.000685,1354782.0,314347.0,2016-03-30
90401,ARCC,14.84,0.017135,2084782.0,313954.0,2016-03-31
90401,ARCC,15.09,0.016846,2210895.0,313954.0,2016-04-01
90401,ARCC,14.95,-0.009278,1415668.0,313954.0,2016-04-04
90401,ARCC,14.81,-0.009365,977710.0,313954.0,2016-04-05
90401,ARCC,14.99,0.012154,963038.0,313954.0,2016-04-06
90401,ARCC,14.84,-0.010007,1022395.0,313954.0,2016-04-07
90401,ARCC,14.89,0.003369,953968.0,313954.0,2016-04-08
90401,ARCC,14.97,0.005373,1056026.0,313954.0,2016-04-11
90401,ARCC,15.075,0.007014,807357.0,313954.0,2016-04-12
90401,ARCC,15.15,0.004975,919491.0,313954.0,2016-04-13
90401,ARCC,15.04,-0.007261,975367.0,313954.0,2016-04-14
90401,ARCC,14.92,-0.007979,813119.0,313954.0,2016-04-15
90401,ARCC,14.88,-0.002681,1468177.0,313954.0,2016-04-18
90401,ARCC,15.03,0.010081,766355.0,313954.0,2016-04-19
90401,ARCC,15.07,0.002661,884254.0,313954.0,2016-04-20
90401,ARCC,14.89,-0.011944,1030474.0,313954.0,2016-04-21
90401,ARCC,15.13,0.016118,980125.0,313954.0,2016-04-22
90401,ARCC,15.29,0.010575,2274122.0,313954.0,2016-04-25
90401,ARCC,15.29,0.0,842372.0,313954.0,2016-04-26
90401,ARCC,15.38,0.005886,1038916.0,313954.0,2016-04-27
90401,ARCC,15.2,-0.011704,797307.0,313954.0,2016-04-28
90401,ARCC,15.19,-0.000658,1032390.0,313954.0,2016-04-29
90401,ARCC,15.18,-0.000658,847319.0,313954.0,2016-05-02
90401,ARCC,15.08,-0.006588,1027122.0,313954.0,2016-05-03
90401,ARCC,15.26,0.011936,1051271.0,313954.0,2016-05-04
90401,ARCC,15.09,-0.01114,834221.0,313954.0,2016-05-05
90401,ARCC,15.17,0.005302,661826.0,313954.0,2016-05-06
90401,ARCC,15.12,-0.003296,1107139.0,313954.0,2016-05-09
90401,ARCC,15.31,0.012566,913003.0,313954.0,2016-05-10
90401,ARCC,15.24,-0.004572,767975.0,313954.0,2016-05-11
90401,ARCC,15.31,0.004593,754424.0,313954.0,2016-05-12
90401,ARCC,15.26,-0.003266,701244.0,313954.0,2016-05-13
90401,ARCC,15.28,0.001311,963966.0,313954.0,2016-05-16
90401,ARCC,15.31,0.001963,903581.0,313954.0,2016-05-17
90401,ARCC,15.24,-0.004572,890202.0,313954.0,2016-05-18
90401,ARCC,15.02,-0.014436,1428971.0,313954.0,2016-05-19
90401,ARCC,15.19,0.011318,1209575.0,313954.0,2016-05-20
90401,ARCC,14.83,-0.0237,8842727.0,313954.0,2016-05-23
90401,ARCC,15.01,0.012138,4000650.0,313954.0,2016-05-24
90401,ARCC,14.97,-0.002665,2152692.0,313954.0,2016-05-25
90401,ARCC,14.82,-0.01002,4424891.0,313954.0,2016-05-26
90401,ARCC,14.89,0.004723,2359993.0,313954.0,2016-05-27
90401,ARCC,14.84,-0.003358,2178852.0,313954.0,2016-05-31
90401,ARCC,14.9,0.004043,2230844.0,313954.0,2016-06-01
90401,ARCC,14.85,-0.003356,2147019.0,313954.0,2016-06-02
90401,ARCC,14.77,-0.005387,2374352.0,313954.0,2016-06-03
90401,ARCC,14.76,-0.000677,2252692.0,313954.0,2016-06-06
90401,ARCC,14.76,0.0,2293611.0,313954.0,2016-06-07
90401,ARCC,14.63,-0.008808,3600906.0,313954.0,2016-06-08
90401,ARCC,14.58,-0.003418,2418955.0,313954.0,2016-06-09
90401,ARCC,14.49,-0.006173,2529490.0,313954.0,2016-06-10
90401,ARCC,14.26,0.010352,2960783.0,313954.0,2016-06-13
90401,ARCC,14.01,-0.017532,2636633.0,313954.0,2016-06-14
90401,ARCC,14.2,0.013562,2540301.0,313954.0,2016-06-15
90401,ARCC,14.18,-0.001408,1909634.0,313954.0,2016-06-16
90401,ARCC,14.02,-0.011284,2735996.0,313954.0,2016-06-17
90401,ARCC,14.13,0.007846,3475899.0,313954.0,2016-06-20
90401,ARCC,14.21,0.005662,1795722.0,313954.0,2016-06-21
90401,ARCC,14.28,0.004926,1613541.0,313954.0,2016-06-22
90401,ARCC,14.44,0.011205,2586576.0,313954.0,2016-06-23
90401,ARCC,14.25,-0.013158,2769896.0,313954.0,2016-06-24
90401,ARCC,13.87,-0.026667,2574781.0,313954.0,2016-06-27
90401,ARCC,14.11,0.017304,2044965.0,313954.0,2016-06-28
90401,ARCC,14.35,0.017009,1462286.0,313954.0,2016-06-29
90401,ARCC,14.2,-0.010453,4796281.0,313954.0,2016-06-30
90401,ARCC,14.25,0.003521,4397566.0,313954.0,2016-07-01
90401,ARCC,14.16,-0.006316,3562867.0,313954.0,2016-07-05
90401,ARCC,14.02,-0.009887,3876370.0,313954.0,2016-07-06
90401,ARCC,14.01,-0.000713,2219381.0,313954.0,2016-07-07
90401,ARCC,13.96,-0.003569,3266309.0,313954.0,2016-07-08
90401,ARCC,14.06,0.007163,2599281.0,313954.0,2016-07-11
90401,ARCC,14.21,0.010669,3093988.0,313954.0,2016-07-12
90401,ARCC,14.21,0.0,2973266.0,313954.0,2016-07-13
90401,ARCC,14.21,0.0,1497014.0,313954.0,2016-07-14
90401,ARCC,14.3,0.006334,1325894.0,313954.0,2016-07-15
90401,ARCC,14.53,0.016084,2105467.0,313954.0,2016-07-18
90401,ARCC,14.68,0.010324,2778203.0,313954.0,2016-07-19
90401,ARCC,14.82,0.009537,1683506.0,313954.0,2016-07-20
90401,ARCC,14.92,0.006748,3063241.0,313954.0,2016-07-21
90401,ARCC,15.1,0.012064,1797544.0,313954.0,2016-07-22
90401,ARCC,15.28,0.011921,3675449.0,313954.0,2016-07-25
90401,ARCC,15.28,0.0,1731199.0,313954.0,2016-07-26
90401,ARCC,15.26,-0.001309,1208120.0,313954.0,2016-07-27
90401,ARCC,15.15,-0.007208,1833559.0,313954.0,2016-07-28
90401,ARCC,15.14,-0.00066,1799436.0,313954.0,2016-07-29
90401,ARCC,15.29,0.009908,1800569.0,313954.0,2016-08-01
90401,ARCC,15.12,-0.011118,2658325.0,313954.0,2016-08-02
90401,ARCC,15.39,0.017857,2210972.0,313954.0,2016-08-03
90401,ARCC,15.54,0.009747,2560606.0,313954.0,2016-08-04
90401,ARCC,15.46,-0.005148,1378532.0,313954.0,2016-08-05
90401,ARCC,15.47,0.000647,2412678.0,313954.0,2016-08-08
90401,ARCC,15.37,-0.006464,1273194.0,313954.0,2016-08-09
90401,ARCC,15.41,0.002602,1784276.0,313954.0,2016-08-10
90401,ARCC,15.47,0.003894,1436844.0,313954.0,2016-08-11
90401,ARCC,15.46,-0.000646,853535.0,313954.0,2016-08-12
90401,ARCC,15.47,0.000647,1162835.0,313954.0,2016-08-15
90401,ARCC,15.45,-0.001293,1337415.0,313954.0,2016-08-16
90401,ARCC,15.56,0.00712,1154595.0,313954.0,2016-08-17
90401,ARCC,15.71,0.00964,1407839.0,313954.0,2016-08-18
90401,ARCC,15.68,-0.00191,1351315.0,313954.0,2016-08-19
90401,ARCC,15.76,0.005102,2059674.0,313954.0,2016-08-22
90401,ARCC,15.92,0.010152,1710524.0,313954.0,2016-08-23
90401,ARCC,15.92,0.0,1600997.0,313954.0,2016-08-24
90401,ARCC,15.93,0.000628,1518035.0,313954.0,2016-08-25
90401,ARCC,16.0,0.004394,1775837.0,313954.0,2016-08-26
90401,ARCC,16.11,0.006875,1205516.0,313954.0,2016-08-29
90401,ARCC,16.17,0.003724,2320815.0,313954.0,2016-08-30
90401,ARCC,16.16,-0.000618,1952555.0,313954.0,2016-08-31
90401,ARCC,16.16,0.0,1769116.0,313954.0,2016-09-01
90401,ARCC,16.39,0.014233,2487371.0,313954.0,2016-09-02
90401,ARCC,16.38,-0.00061,4698904.0,313954.0,2016-09-06
90401,ARCC,16.4,0.001221,1910720.0,313954.0,2016-09-07
90401,ARCC,16.3,-0.006098,1767453.0,313954.0,2016-09-08
90401,ARCC,15.87,-0.02638,2345973.0,313954.0,2016-09-09
90401,ARCC,15.87,0.0,3719979.0,313954.0,2016-09-12
90401,ARCC,15.36,-0.008192,4704817.0,313954.0,2016-09-13
90401,ARCC,15.27,-0.005859,2015496.0,313954.0,2016-09-14
90401,ARCC,15.5,0.015062,2562848.0,313954.0,2016-09-15
90401,ARCC,15.44,-0.003871,2609484.0,313954.0,2016-09-16
90401,ARCC,15.54,0.006477,2024715.0,313954.0,2016-09-19
90401,ARCC,15.58,0.002574,2163654.0,313954.0,2016-09-20
90401,ARCC,15.57,-0.000642,1944320.0,313954.0,2016-09-21
90401,ARCC,15.55,-0.001284,2440395.0,313954.0,2016-09-22
90401,ARCC,15.57,0.001286,1808094.0,313954.0,2016-09-23
90401,ARCC,15.44,-0.008349,1370055.0,313954.0,2016-09-26
90401,ARCC,15.5,0.003886,1722615.0,313954.0,2016-09-27
90401,ARCC,15.53,0.001935,1849914.0,313954.0,2016-09-28
90401,ARCC,15.46,-0.004507,2164978.0,313954.0,2016-09-29
90401,ARCC,15.5,0.002587,2604195.0,313954.0,2016-09-30
90401,ARCC,15.54,0.002581,3387281.0,313954.0,2016-10-03
90401,ARCC,15.54,0.0,2260973.0,313954.0,2016-10-04
90401,ARCC,15.54,0.0,2007998.0,313954.0,2016-10-05
90401,ARCC,15.44,-0.006435,1700149.0,313954.0,2016-10-06
90401,ARCC,15.5,0.003886,840779.0,313954.0,2016-10-07
90401,ARCC,15.48,-0.00129,878774.0,313954.0,2016-10-10
90401,ARCC,15.34,-0.009044,1726065.0,313954.0,2016-10-11
90401,ARCC,15.42,0.005215,874659.0,313954.0,2016-10-12
90401,ARCC,15.37,-0.003243,1345762.0,313954.0,2016-10-13
90401,ARCC,15.24,-0.008458,2615014.0,313954.0,2016-10-14
90401,ARCC,15.16,-0.005249,2642477.0,313954.0,2016-10-17
90401,ARCC,15.23,0.004617,1737310.0,313954.0,2016-10-18
90401,ARCC,15.4,0.011162,1256928.0,313954.0,2016-10-19
90401,ARCC,15.3,-0.006493,1880555.0,313954.0,2016-10-20
90401,ARCC,15.34,0.002614,1266078.0,313954.0,2016-10-21
90401,ARCC,15.44,0.006519,1425095.0,313954.0,2016-10-24
90401,ARCC,15.63,0.012306,2892545.0,313954.0,2016-10-25
90401,ARCC,15.55,-0.005118,3171847.0,313954.0,2016-10-26
90401,ARCC,15.39,-0.010289,2254450.0,313954.0,2016-10-27
90401,ARCC,15.48,0.005848,1967415.0,313954.0,2016-10-28
90401,ARCC,15.3,-0.011628,1372805.0,313954.0,2016-10-31
90401,ARCC,15.16,-0.00915,2266305.0,313954.0,2016-11-01
90401,ARCC,15.23,0.004617,2211083.0,313954.0,2016-11-02
90401,ARCC,15.22,-0.000657,2587896.0,313954.0,2016-11-03
90401,ARCC,15.27,0.003285,2294940.0,313954.0,2016-11-04
90401,ARCC,15.26,-0.000655,1552416.0,313954.0,2016-11-07
90401,ARCC,15.25,-0.000655,1727184.0,313954.0,2016-11-08
90401,ARCC,15.41,0.010492,2738404.0,313954.0,2016-11-09
90401,ARCC,15.53,0.007787,2746781.0,313954.0,2016-11-10
90401,ARCC,15.49,-0.002576,1358451.0,313954.0,2016-11-11
90401,ARCC,15.47,-0.001291,3070483.0,313954.0,2016-11-14
90401,ARCC,15.49,0.001293,1916399.0,313954.0,2016-11-15
90401,ARCC,15.52,0.001937,1475363.0,313954.0,2016-11-16
90401,ARCC,15.64,0.007732,2119694.0,313954.0,2016-11-17
90401,ARCC,15.7,0.003836,2716019.0,313954.0,2016-11-18
90401,ARCC,15.73,0.001911,4284074.0,313954.0,2016-11-21
90401,ARCC,15.78,0.003179,2046687.0,313954.0,2016-11-22
90401,ARCC,15.76,-0.001267,785996.0,313954.0,2016-11-23
90401,ARCC,16.24,0.030457,1820176.0,313954.0,2016-11-25
90401,ARCC,15.95,-0.017857,1772581.0,313954.0,2016-11-28
90401,ARCC,16.02,0.004389,1552349.0,313954.0,2016-11-29
90401,ARCC,16.04,0.001248,1645743.0,313954.0,2016-11-30
90401,ARCC,16.04,0.0,1752154.0,313954.0,2016-12-01
90401,ARCC,16.08,0.002494,1705425.0,313954.0,2016-12-02
90401,ARCC,16.14,0.003731,1593050.0,313954.0,2016-12-05
90401,ARCC,16.31,0.010533,2553428.0,313954.0,2016-12-06
90401,ARCC,16.15,-0.00981,2029788.0,313954.0,2016-12-07
90401,ARCC,16.38,0.014242,2866807.0,313954.0,2016-12-08
90401,ARCC,16.79,0.025031,5386544.0,313954.0,2016-12-09
90401,ARCC,16.86,0.004169,4766233.0,313954.0,2016-12-12
90401,ARCC,16.34,-0.008304,4627128.0,313954.0,2016-12-13
90401,ARCC,16.0,-0.020808,4376611.0,313954.0,2016-12-14
90401,ARCC,15.68,-0.02,4523626.0,313954.0,2016-12-15
90401,ARCC,15.87,0.012117,6995235.0,313954.0,2016-12-16
90401,ARCC,15.98,0.006931,2287440.0,313954.0,2016-12-19
90401,ARCC,16.1,0.007509,2189944.0,313954.0,2016-12-20
90401,ARCC,16.15,0.003106,2702354.0,313954.0,2016-12-21
90401,ARCC,16.15,0.0,1790341.0,313954.0,2016-12-22
90401,ARCC,16.16,0.000619,1484966.0,313954.0,2016-12-23
90401,ARCC,16.25,0.005569,2054669.0,313954.0,2016-12-27
90401,ARCC,16.22,-0.001846,2445942.0,313954.0,2016-12-28
90401,ARCC,16.56,0.020962,2291639.0,313954.0,2016-12-29
90401,ARCC,16.49,-0.004227,3787063.0,314000.0,2016-12-30
90401,ARCC,16.42,-0.004245,19116175.0,425941.0,2017-01-03
90401,ARCC,16.97,0.033496,6785330.0,425941.0,2017-01-04
90401,ARCC,16.7,-0.01591,4101135.0,425941.0,2017-01-05
90401,ARCC,16.91,0.012575,4341671.0,425941.0,2017-01-06
90401,ARCC,16.75,-0.009462,3362763.0,425941.0,2017-01-09
90401,ARCC,16.8,0.002985,7589759.0,425941.0,2017-01-10
90401,ARCC,16.84,0.002381,3159769.0,425941.0,2017-01-11
90401,ARCC,16.83,-0.000594,1918529.0,425941.0,2017-01-12
90401,ARCC,16.97,0.008318,2919414.0,425941.0,2017-01-13
90401,ARCC,16.895,-0.00442,2875244.0,425941.0,2017-01-17
90401,ARCC,16.99,0.005623,2353492.0,425941.0,2017-01-18
90401,ARCC,16.84,-0.008829,2574156.0,425941.0,2017-01-19
90401,ARCC,16.82,-0.001188,2173002.0,425941.0,2017-01-20
90401,ARCC,16.86,0.002378,2510992.0,425941.0,2017-01-23
90401,ARCC,16.98,0.007117,3877382.0,425941.0,2017-01-24
90401,ARCC,17.01,0.001767,1644491.0,425941.0,2017-01-25
90401,ARCC,16.97,-0.002352,1308072.0,425941.0,2017-01-26
90401,ARCC,16.99,0.001179,1573529.0,425941.0,2017-01-27
90401,ARCC,16.94,-0.002943,1723428.0,425941.0,2017-01-30
90401,ARCC,16.9,-0.002361,1768740.0,425941.0,2017-01-31
90401,ARCC,16.97,0.004142,1403351.0,425941.0,2017-02-01
90401,ARCC,16.89,-0.004714,2181079.0,425941.0,2017-02-02
90401,ARCC,17.14,0.014802,2262131.0,425941.0,2017-02-03
90401,ARCC,17.3,0.009335,2703187.0,425941.0,2017-02-06
90401,ARCC,17.38,0.004624,2431698.0,425941.0,2017-02-07
90401,ARCC,17.31,-0.004028,2512458.0,425941.0,2017-02-08
90401,ARCC,17.38,0.004044,1549848.0,425941.0,2017-02-09
90401,ARCC,17.47,0.005178,2561580.0,425941.0,2017-02-10
90401,ARCC,17.58,0.006297,5523798.0,425941.0,2017-02-13
90401,ARCC,17.59,0.000569,4442176.0,425941.0,2017-02-14
90401,ARCC,17.68,0.005117,2890608.0,425941.0,2017-02-15
90401,ARCC,17.69,0.000566,2589428.0,425941.0,2017-02-16
90401,ARCC,17.66,-0.001696,2787185.0,425941.0,2017-02-17
90401,ARCC,17.7,0.002265,3788818.0,425941.0,2017-02-21
90401,ARCC,17.75,0.002825,4072300.0,425941.0,2017-02-22
90401,ARCC,17.78,0.00169,3607068.0,425941.0,2017-02-23
90401,ARCC,17.79,0.000562,2585855.0,425941.0,2017-02-24
90401,ARCC,17.79,0.0,2688493.0,425941.0,2017-02-27
90401,ARCC,17.75,-0.002249,2245964.0,425941.0,2017-02-28
90401,ARCC,17.81,0.00338,3034183.0,425941.0,2017-03-01
90401,ARCC,17.78,-0.001684,2801785.0,425941.0,2017-03-02
90401,ARCC,17.75,-0.001687,2295228.0,425941.0,2017-03-03
90401,ARCC,17.71,-0.002254,2048246.0,425941.0,2017-03-06
90401,ARCC,17.72,0.000565,2435623.0,425941.0,2017-03-07
90401,ARCC,17.71,-0.000564,2506205.0,425941.0,2017-03-08
90401,ARCC,17.61,-0.005646,2838727.0,425941.0,2017-03-09
90401,ARCC,17.66,0.002839,2668770.0,425941.0,2017-03-10
90401,ARCC,17.23,-0.002831,3516678.0,425941.0,2017-03-13
90401,ARCC,17.19,-0.002321,2790929.0,425941.0,2017-03-14
90401,ARCC,17.3,0.006399,3833224.0,425941.0,2017-03-15
90401,ARCC,17.18,-0.006936,2209234.0,425941.0,2017-03-16
90401,ARCC,17.23,0.00291,1472498.0,425941.0,2017-03-17
90401,ARCC,17.44,0.012188,2384458.0,425941.0,2017-03-20
90401,ARCC,17.24,-0.011468,1500581.0,425941.0,2017-03-21
90401,ARCC,17.28,0.00232,1863728.0,425941.0,2017-03-22
90401,ARCC,17.34,0.003472,1617875.0,425941.0,2017-03-23
90401,ARCC,17.37,0.00173,1360115.0,425941.0,2017-03-24
90401,ARCC,17.29,-0.004606,1948892.0,425941.0,2017-03-27
90401,ARCC,17.28,-0.000578,2202352.0,425941.0,2017-03-28
90401,ARCC,17.28,0.0,1602828.0,425941.0,2017-03-29
90401,ARCC,17.31,0.001736,1611427.0,425941.0,2017-03-30
90401,ARCC,17.38,0.004044,5225400.0,426000.0,2017-03-31
90401,ARCC,17.48,0.005754,1746420.0,426000.0,2017-04-03
90401,ARCC,17.58,0.005721,2069232.0,426000.0,2017-04-04
90401,ARCC,17.55,-0.001707,2014214.0,426000.0,2017-04-05
90401,ARCC,17.64,0.005128,1777811.0,426000.0,2017-04-06
90401,ARCC,17.59,-0.002834,1157067.0,426000.0,2017-04-07
90401,ARCC,17.51,-0.004548,1943906.0,426000.0,2017-04-10
90401,ARCC,17.6,0.00514,1156890.0,426000.0,2017-04-11
90401,ARCC,17.53,-0.003977,1259523.0,426000.0,2017-04-12
90401,ARCC,17.465,-0.003708,1235818.0,426000.0,2017-04-13
90401,ARCC,17.52,0.003149,1016133.0,426000.0,2017-04-17
90401,ARCC,17.42,-0.005708,1281521.0,426000.0,2017-04-18
90401,ARCC,17.38,-0.002296,950592.0,426000.0,2017-04-19
90401,ARCC,17.43,0.002877,1235272.0,426000.0,2017-04-20
90401,ARCC,17.4,-0.001721,1480962.0,426000.0,2017-04-21
90401,ARCC,17.42,0.001149,1930666.0,426000.0,2017-04-24
90401,ARCC,17.45,0.001722,1149873.0,426000.0,2017-04-25
90401,ARCC,17.48,0.001719,1076054.0,426299.0,2017-04-26
90401,ARCC,17.46,-0.001144,1020759.0,426299.0,2017-04-27
90401,ARCC,17.6,0.008018,1371530.0,426299.0,2017-04-28
90401,ARCC,17.54,-0.003409,2347588.0,426299.0,2017-05-01
90401,ARCC,17.53,-0.00057,1824822.0,426299.0,2017-05-02
90401,ARCC,16.79,-0.042213,8681751.0,426299.0,2017-05-03
90401,ARCC,16.68,-0.006552,3476416.0,426299.0,2017-05-04
90401,ARCC,16.62,-0.003597,2830749.0,426299.0,2017-05-05
90401,ARCC,16.59,-0.001805,3138255.0,426299.0,2017-05-08
90401,ARCC,16.34,-0.015069,3444338.0,426299.0,2017-05-09
90401,ARCC,16.4,0.003672,2740922.0,426299.0,2017-05-10
90401,ARCC,16.39,-0.00061,2106315.0,426299.0,2017-05-11
90401,ARCC,16.33,-0.003661,2232243.0,426299.0,2017-05-12
90401,ARCC,16.44,0.006736,2076265.0,426299.0,2017-05-15
90401,ARCC,16.54,0.006083,2541742.0,426299.0,2017-05-16
90401,ARCC,16.415,-0.007557,2568233.0,426299.0,2017-05-17
90401,ARCC,16.4,-0.000914,1973355.0,426299.0,2017-05-18
90401,ARCC,16.48,0.004878,1991186.0,426299.0,2017-05-19
90401,ARCC,16.56,0.004854,1199431.0,426299.0,2017-05-22
90401,ARCC,16.75,0.011474,1580688.0,426299.0,2017-05-23
90401,ARCC,16.85,0.00597,1623887.0,426299.0,2017-05-24
90401,ARCC,16.77,-0.004748,1271828.0,426299.0,2017-05-25
90401,ARCC,16.79,0.001193,964706.0,426299.0,2017-05-26
90401,ARCC,16.77,-0.001191,2106249.0,426299.0,2017-05-30
90401,ARCC,16.65,-0.007156,1674631.0,426299.0,2017-05-31
90401,ARCC,16.8,0.009009,1104559.0,426299.0,2017-06-01
90401,ARCC,16.83,0.001786,866931.0,426299.0,2017-06-02
90401,ARCC,16.79,-0.002377,954098.0,426299.0,2017-06-05
90401,ARCC,16.69,-0.005956,1467034.0,426299.0,2017-06-06
90401,ARCC,16.74,0.002996,1323179.0,426299.0,2017-06-07
90401,ARCC,16.67,-0.004182,1554908.0,426299.0,2017-06-08
90401,ARCC,16.81,0.008398,1552438.0,426299.0,2017-06-09
90401,ARCC,16.85,0.00238,1780206.0,426299.0,2017-06-12
90401,ARCC,16.42,-0.002967,2600499.0,426299.0,2017-06-13
90401,ARCC,16.31,-0.006699,2684703.0,426299.0,2017-06-14
90401,ARCC,16.29,-0.001226,1635184.0,426299.0,2017-06-15
90401,ARCC,16.3,0.000614,1430261.0,426299.0,2017-06-16
90401,ARCC,16.3,0.0,2974289.0,426299.0,2017-06-19
90401,ARCC,16.29,-0.000613,1746029.0,426299.0,2017-06-20
90401,ARCC,16.18,-0.006753,1285950.0,426299.0,2017-06-21
90401,ARCC,16.24,0.003708,2049683.0,426299.0,2017-06-22
90401,ARCC,16.29,0.003079,1049396.0,426299.0,2017-06-23
90401,ARCC,16.34,0.003069,2018098.0,426299.0,2017-06-26
90401,ARCC,16.26,-0.004896,3046380.0,426299.0,2017-06-27
90401,ARCC,16.31,0.003075,1114590.0,426299.0,2017-06-28
90401,ARCC,16.27,-0.002452,1716587.0,426299.0,2017-06-29
90401,ARCC,16.38,0.006761,2678945.0,426000.0,2017-06-30
90401,ARCC,16.51,0.007937,1284833.0,426000.0,2017-07-03
90401,ARCC,16.52,0.000606,2322758.0,426000.0,2017-07-05
90401,ARCC,16.49,-0.001816,1511424.0,426000.0,2017-07-06
90401,ARCC,16.33,-0.009703,1499500.0,426000.0,2017-07-07
90401,ARCC,16.47,0.008573,997979.0,426000.0,2017-07-10
90401,ARCC,16.4,-0.00425,839851.0,426000.0,2017-07-11
90401,ARCC,16.44,0.002439,983364.0,426000.0,2017-07-12
90401,ARCC,16.41,-0.001825,705866.0,426000.0,2017-07-13
90401,ARCC,16.43,0.001219,1988945.0,426000.0,2017-07-14
90401,ARCC,16.49,0.003652,1054666.0,426000.0,2017-07-17
90401,ARCC,16.41,-0.004851,1017914.0,426000.0,2017-07-18
90401,ARCC,16.39,-0.001219,895594.0,426000.0,2017-07-19
90401,ARCC,16.43,0.002441,957615.0,426000.0,2017-07-20
90401,ARCC,16.47,0.002435,832982.0,426000.0,2017-07-21
90401,ARCC,16.37,-0.006072,1275896.0,426000.0,2017-07-24
90401,ARCC,16.43,0.003665,1009082.0,426000.0,2017-07-25
90401,ARCC,16.43,0.0,937262.0,426299.0,2017-07-26
90401,ARCC,16.43,0.0,1401967.0,426299.0,2017-07-27
90401,ARCC,16.42,-0.000609,1016421.0,426299.0,2017-07-28
90401,ARCC,16.39,-0.001827,1238481.0,426299.0,2017-07-31
90401,ARCC,16.41,0.00122,1378627.0,426299.0,2017-08-01
90401,ARCC,16.45,0.002438,1683591.0,426299.0,2017-08-02
90401,ARCC,16.4,-0.00304,1647892.0,426299.0,2017-08-03
90401,ARCC,16.43,0.001829,1290986.0,426299.0,2017-08-04
90401,ARCC,16.42,-0.000609,1113296.0,426299.0,2017-08-07
90401,ARCC,16.37,-0.003045,1027716.0,426299.0,2017-08-08
90401,ARCC,16.35,-0.001222,1352798.0,426299.0,2017-08-09
90401,ARCC,16.17,-0.011009,1547268.0,426299.0,2017-08-10
90401,ARCC,16.06,-0.006803,2274665.0,426299.0,2017-08-11
90401,ARCC,16.24,0.011208,1159406.0,426299.0,2017-08-14
90401,ARCC,16.26,0.001232,1111258.0,426299.0,2017-08-15
90401,ARCC,16.11,-0.009225,1288463.0,426299.0,2017-08-16
90401,ARCC,15.89,-0.013656,1710659.0,426299.0,2017-08-17
90401,ARCC,15.85,-0.002517,2170643.0,426299.0,2017-08-18
90401,ARCC,15.94,0.005678,1497069.0,426299.0,2017-08-21
90401,ARCC,16.01,0.004392,1721469.0,426299.0,2017-08-22
90401,ARCC,16.09,0.004997,856353.0,426299.0,2017-08-23
90401,ARCC,16.14,0.003107,1488609.0,426299.0,2017-08-24
90401,ARCC,16.15,0.00062,1232629.0,426299.0,2017-08-25
90401,ARCC,16.21,0.003715,1191663.0,426299.0,2017-08-28
90401,ARCC,16.16,-0.003084,1017799.0,426299.0,2017-08-29
90401,ARCC,16.13,-0.001856,939099.0,426299.0,2017-08-30
90401,ARCC,16.06,-0.00434,1717498.0,426299.0,2017-08-31
90401,ARCC,16.14,0.004981,1494964.0,426299.0,2017-09-01
90401,ARCC,16.07,-0.004337,2444499.0,426299.0,2017-09-05
90401,ARCC,16.0,-0.004356,2727259.0,426299.0,2017-09-06
90401,ARCC,15.96,-0.0025,1614617.0,426299.0,2017-09-07
90401,ARCC,15.89,-0.004386,1277424.0,426299.0,2017-09-08
90401,ARCC,16.02,0.008181,1574565.0,426299.0,2017-09-11
90401,ARCC,16.04,0.001248,2063547.0,426299.0,2017-09-12
90401,ARCC,16.06,0.001247,2410789.0,426299.0,2017-09-13
90401,ARCC,15.76,0.004981,5862338.0,426299.0,2017-09-14
90401,ARCC,15.74,-0.001269,2572020.0,426299.0,2017-09-15
90401,ARCC,15.67,-0.004447,2144135.0,426299.0,2017-09-18
90401,ARCC,15.81,0.008934,1863885.0,426299.0,2017-09-19
90401,ARCC,15.84,0.001898,1497064.0,426299.0,2017-09-20
90401,ARCC,15.77,-0.004419,1700900.0,426299.0,2017-09-21
90401,ARCC,15.85,0.005073,992674.0,426299.0,2017-09-22
90401,ARCC,15.83,-0.001262,1211648.0,426299.0,2017-09-25
90401,ARCC,15.94,0.006949,2543517.0,426299.0,2017-09-26
90401,ARCC,15.93,-0.000627,2009126.0,426299.0,2017-09-27
90401,ARCC,16.25,0.020088,2950079.0,426299.0,2017-09-28
90401,ARCC,16.39,0.008615,2886384.0,426000.0,2017-09-29
90401,ARCC,16.41,0.00122,2466390.0,426000.0,2017-10-02
90401,ARCC,16.43,0.001219,889690.0,426000.0,2017-10-03
90401,ARCC,16.46,0.001826,926690.0,426000.0,2017-10-04
90401,ARCC,16.6,0.008506,1258933.0,426000.0,2017-10-05
90401,ARCC,16.49,-0.006627,962746.0,426000.0,2017-10-06
90401,ARCC,16.41,-0.004851,949527.0,426000.0,2017-10-09
90401,ARCC,16.58,0.01036,1317348.0,426000.0,2017-10-10
90401,ARCC,16.55,-0.001809,1173227.0,426000.0,2017-10-11
90401,ARCC,16.61,0.003625,1494660.0,426000.0,2017-10-12
90401,ARCC,16.59,-0.001204,1093062.0,426000.0,2017-10-13
